recipe_id,recipe_name,category,cuisine,dietary_restrictions,difficulty,prep_time_mins,cook_time_mins,total_time_mins,servings,calories,protein_g,carbs_g,fat_g,rating,num_reviews,ingredients,equipment_needed,author,date_added
RCP02782,Tangy Cake,Beverage,Greek,None,Expert,60,208,268,1,831,16.4,61.1,5,4.8,1492,"cauliflower, pasta, thyme","air fryer, oven, grill",chef john,2023.11.14
RCP02783,Sweet Bread,Appetizer,Vietnamese,Low-Carb,Hard,27,79,106,4,-164,33.6,,16.7,4.9,2403,"shrimp, cauliflower, thyme, cumin","grill, oven, mixer",emily chen,15/03/2023
RCP02784,Curry,Dinner,Mediterranean,None,Easy,79,202,281,3,190,55.3,147.6,43.6,-0.1,-30,"lamb, bell peppers, spinach, carrots, basil",microwave|slow cooker|food processor,Mary Smith,01/11/2025
RCP02785,Steamed,Beverage,Vietnamese,None,Hard,81,125,206,4,498,60.7,86.9,67.2,4.7,2118,"shrimp, cauliflower, mushrooms, cumin, cinnamon, paprika","pressure cooker, oven, blender",,
RCP02786,Crispy Pie,Appetizer,Spanish,Dairy-Free,Hard,5,44,49,1,738,63.5,51,57.8,1.9,1038,"fish, spinach, garlic, rice, pepper","stovetop, air fryer, mixer, blender",Mary Smith,22/01/2025
RCP02787,Crispy Sandwich,Snack,Japanese,Keto,Medium,49,145,194,3,193,49.2,22.1,99.6,2.2,4372,"onions, bell peppers, oregano, cinnamon, basil","air fryer, blender, pressure cooker",mary smith,16/01/2025
RCP02788,Sweet Rice Bowl,Breakfast,Mexican,None,Medium,27,72,99,-2,362,19.7,119,26.4,3.1,2005,"eggs, spinach, garlic, potatoes, basil, salt, paprika, cumin",slow cooker,Emily Chen,26/05/2024
RCP02789,Crispy Baked,Lunch,Korean,Gluten-Free,Easy,39,71,110,10,709,-2.7,-1.1,54,3.2,2630,"pork, garlic, carrots","oven, stovetop",Emily Chen,30/03/2023
RCP02790,Herb Soup,Beverage,Thai,Vegan,Expert,43,177,220,3,1121,8.2,1.4,28.7,1,3830,fish; potatoes; garlic; broccoli; quinoa; butter,"stovetop, food processor",Sarah Wilson,29/07/2023
RCP02791,Herb Pizza,Beverage,Vietnamese,Vegetarian,Hard,83,182,265,12,235,,24.3,23.3,3.4,2173,"lamb, spinach, zucchini, tomatoes, lettuce, oats, cumin, paprika",oven|food processor|microwave,Chef John,11/06/2024
RCP02792,Tangy Steamed,Snack,Korean,None,Expert,26,51,77,2,481,23.4,67.1,63.3,1.9,-47,"shrimp, broccoli, bell peppers, garlic",oven,Mary Smith,09/01/2024
RCP02793,Creamy Grilled,Salad,French,None,Expert,9,139,148,8,115,,33.9,37.8,,1534,"potatoes, pepper, paprika, cumin","microwave, food processor, stovetop",David Lee,09/03/2025
RCP02794,Steamed,Breakfast,Chinese,Vegan,Medium,115,60,175,,429,24.2,14,96.2,2,4728,"shrimp, spinach, rice",blender,Sarah Wilson,24/05/2023
RCP02795,Savory Baked,Salad,Mediterranean,None,Hard,68,50,118,12,927,77.5,84.9,-10.1,3.8,989,"eggs, bell peppers, tomatoes, pasta, pepper, salt",,Bob Johnson,20/02/2023
RCP02796,Crispy Soup,Dessert,American,None,Medium,120,212,332,7,-163,-4.3,137.9,64.2,2.1,3163,"eggs, cauliflower, carrots, zucchini, oregano, basil, paprika","microwave, pressure cooker, air fryer, oven",chef john,16/09/2024
RCP02797,Soup,Dinner,Spanish,Low-Carb,Medium,96,213,309,4,493,73.3,84.7,81,1.9,2145,"turkey, onions, spinach, cumin, pepper",air fryer,Emily Chen,17/09/2025
RCP02798,Sweet Cake,Appetizer,American,None,Expert,75,77,152,5,422,22.9,21.9,43.6,3,842,"SPINACH, POTATOES, MUSHROOMS, OATS, SALT, CUMIN","food processor, slow cooker",Sarah Wilson,14/01/2024
RCP02799,Herb Roast,Dessert,Japanese,None,Expert,51,184,235,2,309,76,31.1,44.2,3.8,4101,onions; bell peppers; cauliflower,"pressure cooker, stovetop, food processor",Sarah Wilson,10/04/2023
RCP02800,Herb Pasta,Snack,French,Gluten-Free,Expert,46,81,127,12,499,42.8,136.2,57,2.8,3195,"chicken, tomatoes, bell peppers, spinach, cauliflower, milk, thyme, paprika, salt","grill, oven, slow cooker, blender",chef john,22/11/2025
RCP02801,Sweet Rice Bowl,Dessert,Greek,None,Medium,55,157,212,3,1041,53.1,61.9,42.9,2.1,4368,"shrimp, garlic, potatoes, quinoa, thyme, oregano, basil","pressure cooker, mixer, grill",Sarah Wilson,06/04/2025
RCP02802,Creamy Cookies,Salad,French,Vegan,Medium,110,118,228,5,10122,7.8,98.1,51.5,4.4,1711,turkey; garlic; paprika; salt; cumin,"air fryer, mixer, oven, blender",emily chen,06/09/2025
RCP02803,Savory Rice Bowl,Dessert,Indian,None,Easy,85,168,253,3,,27.4,67.7,10.9,2.4,4549,"lettuce, garlic, onions, zucchini, salt, thyme","mixer, microwave, slow cooker, grill",chef john,19/02/2023
RCP02804,Tangy Pasta,Dinner,Italian,None,Hard,71,180,251,10,,,46.2,25.4,3.2,1880,"shrimp, carrots, onions, oregano, pepper",oven,emily chen,20/07/2025
RCP02805,Crispy Sandwich,Snack,Chinese,Keto,Hard,49,221,270,,697,61.4,61.5,99.2,1.7,31,"lamb, onions, garlic, yogurt, oregano, thyme, cinnamon",microwave|blender|pressure cooker,Sarah Wilson,
RCP02806,Spicy Bread,Dessert,French,None,Easy,40,163,203,9,,20.2,102.5,82,1.9,421,"tomatoes, cauliflower, lettuce, potatoes, oats, milk, salt, basil","microwave, pressure cooker, air fryer, food processor",Sarah Wilson,23/06/2023
RCP02807,Herb Grilled,Beverage,Japanese,None,Medium,88,14,102,12,1125,69,54,37.2,2.8,3844,"garlic, lettuce, broccoli, onions, thyme, cinnamon, oregano",pressure cooker,David Lee,06/04/2025
RCP02808,Spicy Roast,Salad,American,None,Expert,76,81,157,11,240,68.7,0.3,1.6,1.4,1888,"pork, broccoli, potatoes, salt, thyme",food processor,Sarah Wilson,13/08/2023
RCP02809,Herb Smoothie,Breakfast,Greek,Gluten-Free,Medium,13,53,66,8,1175,77.6,35.7,44.8,3.8,-6,"bell peppers, tomatoes, zucchini, butter, thyme, oregano, salt",,Chef John,13/03/2024
RCP02810,Sweet Fried,Appetizer,Chinese,None,Medium,15,50,65,6,335,37.9,22.7,39.9,3.4,2772,"cauliflower, mushrooms, tomatoes","stovetop, air fryer, grill, pressure cooker",CHEF JOHN,06/01/2026
RCP02811,Savory Pizza,Salad,Thai,None,Medium,45,91,136,8,449,,76.9,66.1,3.6,3315,"carrots, oats, milk",mixer,Chef John,18/01/2026
RCP02812,Tangy Stir-fry,Dinner,American,None,Hard,89,79,168,10,,70.7,84.8,63.1,7.2,1317,"shrimp, cauliflower, quinoa, cream, oregano, salt","food processor, microwave",Bob Johnson,24/12/2024
RCP02813,Savory Salad,Appetizer,Mexican,None,Hard,51,227,278,7,,36.6,50,86.2,1.7,202,"chicken, potatoes, broccoli, cauliflower, spinach, flour, thyme, cumin","slow cooker, pressure cooker, microwave",mary smith,09/07/2023
RCP02814,Casserole,Dinner,French,None,Easy,15,194,209,2,524,77.5,,94.9,2.7,4407,"beef, broccoli, spinach, potatoes","blender, mixer, oven",Chef John,07/11/2024
RCP02815,Crispy Pasta,Snack,Mediterranean,Keto,Medium,12,53,65,7,833,66.5,84.7,0.4,5,,,food processor,Bob Johnson,21/10/2023
RCP02816,Herb Cookies,Salad,Thai,None,Medium,51,25,76,9,1187,17.1,31.5,50.3,1.6,4052,"garlic, broccoli, lettuce, pasta, paprika, cumin","blender, oven, air fryer, pressure cooker",mary smith,13/08/2025
RCP02817,Crispy Pizza,Appetizer,Vietnamese,Dairy-Free,Hard,7,157,164,5,210,-7.9,45.9,42.7,,4811,"lamb, potatoes, bell peppers, cheese, thyme, oregano","grill, blender",Chef John,14/12/2024
RCP02818,Crispy Cookies,Dessert,Mexican,None,Easy,35,43,78,,,57.2,82.7,59.8,3.4,4985,"pork, mushrooms, carrots, cauliflower, pasta, cinnamon, cumin","slow cooker, mixer, pressure cooker, microwave",David Lee,02/01/2026
RCP02819,Sweet Bread,Appetizer,American,None,Expert,36,111,147,3,289,35,74.6,83.3,4.6,1704,"beef, tomatoes, potatoes, oats, pepper, paprika, cumin, salt","air fryer, stovetop, mixer, slow cooker",Bob Johnson,2024.05.31
RCP02820,Tangy Salad,Breakfast,Mexican,None,Easy,83,90,173,9,529,9.2,95.6,33,-1.7,3840,"garlic, zucchini, carrots, cauliflower, cumin",stovetop,chef john,23/06/2025
RCP02821,Herb Pie,Salad,Vietnamese,None,Medium,105,129,234,6,705,11.5,40.2,93.9,2.3,213,"turkey, garlic, carrots, tomatoes, spinach, cinnamon, basil","grill, slow cooker, food processor, oven",David Lee,03/03/2025
RCP02822,Sweet Roast,Beverage,French,None,Easy,29,143,172,9,275,62.8,131.2,91.9,4.8,242,"tofu, broccoli, spinach, flour, milk, thyme, paprika","stovetop, slow cooker, blender",CHEF JOHN,23/11/2023
RCP02823,Crispy Grilled,Lunch,Spanish,None,Hard,13,118,131,3,1011,22.4,138,6,1.9,3368,"shrimp, carrots, oregano, cumin","blender, food processor, oven, grill",David Lee,20/04/2024
RCP02824,Crispy Sandwich,Breakfast,French,None,Expert,56,188,244,2,190,63.4,-4.6,60.9,4.9,3767,"tomatoes, lettuce, onions, butter, salt, pepper, thyme","stovetop, mixer, pressure cooker, grill",Chef John,30/05/2025
RCP02825,Tangy Grilled,Salad,French,Keto,Expert,,,,10,852,68.1,-11.8,25.9,3.2,4153,"zucchini, onions, rice, paprika, thyme","food processor, air fryer",CHEF JOHN,22/04/2025
RCP02826,Sweet Stir-fry,Dessert,Thai,None,Medium,77,218,295,10,935,53.2,80.3,78.5,4.5,1638,"broccoli, quinoa, salt, cumin, thyme, oregano","stovetop, mixer, blender",Bob Johnson,04/04/2023
RCP02827,Spicy Grilled,Beverage,Japanese,Vegan,Medium,109,144,253,11,769,52.3,118.9,99.6,,1660,"chicken, spinach, oats, cumin, thyme","blender, microwave",Emily Chen,2025.01.27
RCP02828,Crispy Pasta,Beverage,French,None,Easy,1115,4270,5385,1,255,14.8,60.2,70.2,1.8,3116,tomatoes; broccoli; bread; butter; oregano; paprika,food processor,Chef John,20/02/2025
RCP02829,Sandwich,Lunch,Italian,None,Easy,103,234,337,7,626,75.2,77.6,34.8,4.7,63,"onions, rice, milk, basil, oregano, pepper, paprika","food processor, air fryer, slow cooker, stovetop",David Lee,19/04/2023
RCP02830,Crispy Roast,Breakfast,Japanese,Vegan,Hard,23,57,80,9,1112,42,15.5,40.7,4.5,1147,"cauliflower, spinach, garlic, broccoli, cheese, oregano, pepper","grill, air fryer, blender, stovetop",chef john,21/02/2024
RCP02831,Herb Salad,Salad,Mexican,None,Easy,33,218,251,2,587,62.9,141.4,1.9,6.8,-28,,"stovetop, pressure cooker, grill, mixer",Emily Chen,18/11/2025
RCP02832,Herb Salad,Beverage,American,None,Hard,58,219,277,10,1067,22.2,8.1,21.7,3.4,3261,"cauliflower, lettuce, tomatoes, oregano, cinnamon, basil, salt","slow cooker, blender, food processor",chef john,08/11/2023
RCP02833,Crispy Salad,Snack,Spanish,None,Medium,35,135,170,12,496,75.8,54.4,42.5,4.7,1490,"tofu, mushrooms, cauliflower, onions, broccoli, bread, butter",oven,Mary Smith,04/13/2025
RCP02834,Sweet Cake,Breakfast,Korean,None,Hard,5,186,191,7,,23.8,45.3,6.1,3.5,4556,"tofu, garlic, potatoes, rice, basil, thyme","pressure cooker, stovetop",Chef John,
RCP02835,Creamy Curry,Dinner,Greek,None,Expert,70,81,151,2,738,,34.3,11.1,1.6,150,"pork, spinach, broccoli","blender, pressure cooker, grill, slow cooker",Mary Smith,27/05/2024
RCP02836,Savory Noodles,Appetizer,Japanese,None,Easy,35,82,117,3,1168,22.2,80.1,61.5,4.7,1775,"chicken, bell peppers, spinach, tomatoes, cauliflower, thyme, salt, cinnamon","stovetop, food processor, slow cooker",,13/02/2025
RCP02837,Tangy Fried,Appetizer,Indian,None,Easy,35,148,183,,65,80,85.5,35.4,3.9,2777,"zucchini, carrots, tomatoes, noodles, cream, thyme, oregano","blender, microwave, slow cooker",Mary Smith,03/07/2025
RCP02838,Crispy Casserole,Dinner,Chinese,None,Easy,32,230,262,2,957,9.8,96.3,81.8,2.1,656,,oven,David Lee,28/02/2025
RCP02839,Pizza,Beverage,Korean,None,Easy,73,172,245,2,337,32.3,49.8,3.5,1.5,401,"TOMATOES, FLOUR, OREGANO, PEPPER, BASIL","slow cooker, mixer, blender, food processor",Sarah Wilson,02/05/2024
RCP02840,Crispy Noodles,Salad,Mexican,None,Easy,36,89,125,6,1052,68.5,127.6,20.2,4.6,278,"spinach, lettuce, pepper, thyme, oregano, cinnamon",,Bob Johnson,31/01/2025
RCP02841,Herb Cookies,Salad,American,Vegetarian,Easy,1107,1608,2715,11,1118,,132,18,2.1,2359,tomatoes; garlic; broccoli; onions; thyme; pepper; cinnamon; cumin,microwave,emily chen,13/02/2024
RCP02842,Crispy Bread,Beverage,Mediterranean,None,Medium,87,214,301,9,639,12.5,,33.8,2.5,4600,"cauliflower, broccoli, rice, cream, thyme, salt","pressure cooker, mixer, oven",mary smith,08/08/2024
RCP02843,Spicy Salad,Dinner,Spanish,Paleo,Easy,35,91,126,5,698,23.9,52.6,99.6,4.6,1707,"shrimp, onions, quinoa, thyme, pepper","air fryer, microwave, pressure cooker, slow cooker",mary smith,17/06/2023
RCP02844,Sweet Cake,Dinner,Italian,Vegan,Easy,63,139,202,3,819,31.7,16.1,22.5,-1.2,2357,"chicken, zucchini, tomatoes, quinoa, cream, paprika, basil",,chef john,23/07/2024
RCP02845,Pasta,Appetizer,Greek,None,Hard,-18,-54,-72,5,1200,15.7,19,28.5,3.3,1461,"CHICKEN, CARROTS, CAULIFLOWER, MUSHROOMS, POTATOES","oven, grill, microwave",CHEF JOHN,24/09/2024
RCP02846,Crispy Noodles,Lunch,Indian,None,Medium,43,110,153,4,,23.9,-12.7,97.8,7.1,2422,"lettuce, mushrooms, onions, pasta, cream, pepper, thyme, cumin",mixer|stovetop|blender,David Lee,02/09/2025
RCP02847,Crispy Pasta,Beverage,Italian,Low-Carb,Hard,90,159,249,11,9182,15.1,33.3,-2.9,4.1,300,"garlic, bell peppers, zucchini, cauliflower, basil, cumin","food processor, air fryer, blender",emily chen,20/10/2024
RCP02848,Creamy Cake,Breakfast,Spanish,None,Hard,67,11,78,9,624,,53.9,85,,15,"tofu, onions, tomatoes, carrots, potatoes, flour, thyme, basil","oven, grill",Sarah Wilson,08-28-23
RCP02849,Savory Tacos,Appetizer,Spanish,None,Expert,15,109,124,7,1071,36.6,148.7,51.4,2,816,"SHRIMP, BELL PEPPERS, POTATOES, BREAD, CINNAMON, THYME, PEPPER","air fryer, pressure cooker",Mary Smith,23/02/2025
RCP02850,Herb Cookies,Beverage,Korean,None,Expert,6,219,225,2,386,60.6,70.8,53.2,2.4,3963,carrots; salt; thyme; basil,"blender, grill, pressure cooker",David Lee,25/04/2025
RCP02851,Herb Soup,Breakfast,Chinese,None,Easy,87,202,289,1,237,33.5,84.7,57.2,4.7,1011,"garlic, spinach, potatoes, onions, bread, cumin, thyme","pressure cooker, stovetop, blender, microwave",CHEF JOHN,28/02/2025
RCP02852,Crispy Cake,Lunch,Italian,None,Medium,70,219,289,1,618,74.8,141.3,19.2,3.9,533,"BELL PEPPERS, POTATOES, QUINOA, PAPRIKA, CINNAMON, THYME",,emily chen,23/03/2024
RCP02853,Creamy Noodles,Salad,Indian,Paleo,Hard,40,209,249,8,,66.7,18,76.3,,1015,carrots; garlic; broccoli; lettuce; cheese; cumin; thyme; basil,stovetop|microwave|oven|blender,chef john,07/09/2025
RCP02854,Tangy Cookies,Appetizer,Japanese,Low-Carb,Expert,87,57,144,12,1007,,79,43,1.5,31,"carrots, rice, yogurt, cinnamon, salt, oregano",pressure cooker,Sarah Wilson,26/07/2025
RCP02855,Spicy Roast,Snack,Mexican,None,Hard,44,39,83,4,1011,11.4,,46,4.1,3776,"fish, bell peppers, pasta, yogurt, basil, paprika","slow cooker, pressure cooker",mary smith,26/04/2024
RCP02856,Sweet Grilled,Beverage,Korean,None,Expert,11,53,64,10,801,63.5,109.1,71.4,5,2143,"SPINACH, OREGANO, PAPRIKA","pressure cooker, food processor",Emily Chen,25/10/2023
RCP02857,Spicy Sandwich,Beverage,Spanish,None,Medium,75,134,209,3,733,46.3,89.9,73.8,1.5,4636,"potatoes, pasta, oregano, basil, thyme, cinnamon",oven,CHEF JOHN,27/07/2025
RCP02858,Sandwich,Appetizer,Chinese,None,Medium,120,45,165,6,314,3.7,23.9,89.5,1.2,1045,"potatoes, cumin, thyme, oregano, paprika","slow cooker, pressure cooker, blender, grill",Emily Chen,13/08/2025
RCP02859,Savory Grilled,Lunch,Spanish,None,Easy,20,41,61,6,832,38.7,16.7,72.2,1.8,1541,fish; mushrooms; bell peppers; spinach; pasta; cream; thyme; cumin; cinnamon; basil,"grill, air fryer, mixer, pressure cooker",CHEF JOHN,25/12/2024
RCP02860,Pizza,Dinner,Indian,None,Easy,85,168,253,3,747,7.9,9.7,72.1,2.2,3910,"cauliflower, spinach, lettuce, cream",mixer,emily chen,
RCP02861,Spicy Casserole,Lunch,Spanish,None,Expert,56,180,236,3,1049,24.5,96.5,18.3,4.3,3170,"tomatoes, pasta, thyme, basil",stovetop,David Lee,17/04/2024
RCP02862,Rice Bowl,Lunch,Mediterranean,Dairy-Free,Expert,95,69,164,2,1071,27.2,29.2,99,4,3892,"lettuce, cauliflower, mushrooms",,CHEF JOHN,18/12/2023
RCP02863,Spicy Stir-fry,Lunch,Thai,Dairy-Free,Medium,-19,-32,-51,12,849,38.9,0.5,10.8,1.9,8,"eggs, broccoli, potatoes, noodles, cumin, cinnamon","oven, microwave, blender, food processor",Bob Johnson,09/10/2024
RCP02864,Tangy Roast,Dinner,Japanese,Vegan,Expert,21,151,172,5,670,7.5,2.2,83.9,4.5,4370,"broccoli, onions, pasta, salt",stovetop,chef john,24/09/2023
RCP02865,Savory Stir-fry,Snack,Japanese,None,Easy,36,175,211,8,753,50,99.8,51.6,3.1,879,"onions, bell peppers, potatoes, noodles, cheese, thyme","blender, food processor",emily chen,11/03/2023
RCP02866,Sweet Bread,Beverage,Vietnamese,None,Expert,,,,8,471,-6.4,115.1,45,1.8,1601,"lamb, broccoli, garlic, onions, cheese, paprika, oregano, salt, cumin",,mary smith,01/07/2025
RCP02867,Savory Salad,Dessert,Greek,None,Easy,62,85,147,1,931,25.5,1.4,19.4,2.8,3914,"onions, zucchini, flour, oregano, salt, paprika","stovetop, microwave",Chef John,20/11/2024
RCP02868,Tacos,Breakfast,American,None,Hard,15,57,72,12,341,8.4,99.9,16,2,1836,"pork, tomatoes, spinach, rice, paprika, thyme, basil","microwave, grill, stovetop, slow cooker",Mary Smith,24/09/2024
RCP02869,Creamy Curry,Snack,Spanish,Vegan,Medium,101,220,321,8,239,28.1,21.9,76.6,2,174,"eggs, potatoes, rice, cream, thyme, pepper, oregano","air fryer, grill, oven, microwave",Bob Johnson,
RCP02870,Tangy Grilled,Appetizer,American,Low-Carb,Expert,92,205,297,7,194,64.2,,85.2,3,2570,"bell peppers, broccoli, lettuce, carrots, oats, yogurt, cumin, cinnamon, basil",blender,Chef John,11/10/2024
RCP02871,Tangy Fried,Beverage,French,None,Easy,105,239,344,1,,4.1,16.3,33.9,2,2893,"potatoes, onions, garlic, lettuce, milk, pepper, salt, oregano","stovetop, grill",Chef John,
RCP02872,Baked,Beverage,Thai,None,Hard,15,57,72,10,609,72.7,54.3,48.8,3.8,4491,"chicken, lettuce, broccoli, potatoes, spinach, thyme, paprika","stovetop, slow cooker, microwave",CHEF JOHN,21/09/2024
RCP02873,Spicy Rice Bowl,Salad,Korean,None,Hard,5,99,104,10,387,13.2,80.5,74.1,1.2,2709,"fish, carrots, garlic, oats, pepper, paprika, salt, oregano","pressure cooker, slow cooker",Emily Chen,02/12/2023
RCP02874,Crispy Rice Bowl,Breakfast,Japanese,None,Medium,120,101,221,3,1115,27.7,13.9,27.5,2.7,1108,"chicken, mushrooms, flour, salt, oregano","grill, mixer, pressure cooker",Emily Chen,12/09/2025
RCP02875,Spicy Roast,Salad,French,None,Medium,22,130,152,10,,11.4,121.6,99.5,1.8,1426,"ZUCCHINI, SPINACH, CREAM, PAPRIKA, SALT",pressure cooker,Chef John,07/08/2023
RCP02876,Sweet Cookies,Breakfast,American,None,Medium,24,80,104,4,1137,7.9,,88.7,4.4,1554,"potatoes, tomatoes, spinach, lettuce, cinnamon, oregano","mixer, food processor",Bob Johnson,06/04/2023
RCP02877,Savory Cookies,Beverage,American,None,Medium,27,191,218,12,1071,58.4,0.6,83.5,3.7,-21,"cauliflower, broccoli, onions, pasta, cheese, pepper, thyme, cinnamon, salt","pressure cooker, stovetop",David Lee,17/05/2023
RCP02878,Creamy Roast,Breakfast,Thai,None,Expert,49,110,159,12,754,50.2,,93.2,1.5,1612,"CHICKEN, LETTUCE, RICE, CINNAMON, THYME, OREGANO","pressure cooker, oven, microwave",David Lee,06/11/2025
RCP02879,Baked,Dinner,Thai,None,Easy,37,55,92,6,570,57.5,,12.6,4.2,4418,"pork, spinach, flour, salt, thyme","blender, microwave, slow cooker, food processor",CHEF JOHN,20/07/2025
RCP02880,Herb Curry,Beverage,Greek,Dairy-Free,Expert,98,113,211,5,778,32.6,-14.9,31.9,1.4,996,"PORK, LETTUCE, GARLIC, BELL PEPPERS, THYME, CINNAMON, PAPRIKA","mixer, stovetop",David Lee,18/01/2026
RCP02881,Tangy Cake,Lunch,Thai,Paleo,Medium,90,84,174,9,846,72.9,137.5,46.3,3.3,828,"cauliflower, onions, noodles, cheese, oregano, pepper","grill, food processor",Emily Chen,23/01/2026
RCP02882,Spicy Fried,Breakfast,American,None,Easy,-20,-36,-56,6,990,-1.8,81.6,,3.1,736,"tomatoes, lettuce, quinoa, yogurt, cumin, thyme, cinnamon",oven,Mary Smith,30/03/2023
RCP02883,Sweet Noodles,Beverage,Indian,None,Expert,103,157,260,12,477,56.5,-11.5,8.7,4.6,3843,"pork, spinach, cauliflower, tomatoes, flour, thyme, cumin","blender, air fryer, slow cooker, food processor",David Lee,07/08/2024
RCP02884,Herb Cake,Appetizer,Chinese,Gluten-Free,Easy,110,113,223,6,950,36,65.2,44.7,1.8,,"chicken, tomatoes, pasta, pepper, basil","grill, food processor",Mary Smith,23/01/2025
RCP02885,Tangy Fried,Lunch,Greek,None,Expert,67,207,274,2,-76,19.1,8.3,13.3,4.4,1140,"pork, broccoli, spinach, yogurt, thyme, cumin","oven, microwave",mary smith,01/08/2024
RCP02886,Tangy Pizza,Salad,French,None,Medium,82,154,236,8,574,71.8,15.7,87.1,5,1140,"shrimp, onions, broccoli","grill, food processor, blender, slow cooker",Sarah Wilson,06/12/2025
RCP02887,Crispy Stir-fry,Breakfast,French,None,Expert,71,19,90,6,440,46.2,147.8,53.5,3.6,957,"GARLIC, LETTUCE, MUSHROOMS, OATS, OREGANO, SALT, BASIL, PEPPER","stovetop, slow cooker, food processor",Emily Chen,24/02/2025
RCP02888,Spicy Fried,Breakfast,Vietnamese,None,Expert,75,137,212,9,814,34.6,101.6,60.5,3.5,2469,"beef, tomatoes, broccoli, bell peppers, zucchini, oats, yogurt, cumin, pepper, paprika, cinnamon",stovetop,David Lee,26/12/2024
RCP02889,Creamy Casserole,Salad,Mexican,None,Easy,41,224,265,4,858,44.3,76.2,30.6,3,2948,"cauliflower, salt, pepper, thyme","stovetop, air fryer, grill",Mary Smith,18/10/2024
RCP02890,Spicy Baked,Appetizer,Vietnamese,None,Easy,94,188,282,7,-62,27.4,105.9,,3.8,2489,"zucchini, pasta, pepper, cumin, oregano",oven,Sarah Wilson,
RCP02891,Creamy Curry,Lunch,French,None,Hard,106,220,326,11,994,77.9,138.8,-4.6,1.6,4645,"cauliflower, bell peppers, cheese, thyme, oregano",pressure cooker,Chef John,12/11/2025
RCP02892,Spicy Roast,Breakfast,Japanese,None,Medium,15,116,131,,1039,26.6,69.7,,3.8,3588,"eggs, mushrooms, milk, oregano, pepper, cumin","slow cooker, food processor, oven",David Lee,06/28/2025
RCP02893,Fried,Lunch,Greek,Vegetarian,Expert,64,186,250,10,,2.4,10.3,75.2,5,2115,"eggs, broccoli, mushrooms, quinoa, butter, paprika, cinnamon","microwave, mixer, air fryer, stovetop",Mary Smith,19/08/2025
RCP02894,Crispy Stir-fry,Salad,Indian,None,Easy,82,175,257,2,309,30.9,127,63,4.2,-35,pork; onions; zucchini; bell peppers; cream; cumin; cinnamon; oregano,"pressure cooker, air fryer",mary smith,10/01/2026
RCP02895,Crispy Soup,Dinner,Indian,Gluten-Free,Easy,52,81,133,12,-181,24,26,70.1,4.1,3277,,"pressure cooker, microwave, slow cooker",David Lee,25/03/2023
RCP02896,Creamy Pie,Appetizer,Indian,None,Hard,16,58,74,3,930,56.1,101.6,-8.4,3.6,3029,"TOFU, GARLIC, RICE, CHEESE, THYME, CUMIN, SALT, BASIL",food processor|grill,mary smith,13/11/2023
RCP02897,Herb Curry,Beverage,American,None,Expert,80,71,151,-5,512,46.9,146.7,91.2,1.7,3181,"lamb, lettuce, cauliflower, bread, oregano, salt, pepper, thyme",microwave|stovetop|pressure cooker|oven,David Lee,13/09/2025
RCP02898,Savory Soup,Salad,Japanese,None,Expert,93,211,304,2,145,51.6,134.5,16.4,3.2,832,"zucchini, spinach, tomatoes, rice, cumin, oregano, cinnamon","microwave, blender",David Lee,
RCP02899,Creamy Pasta,Breakfast,Italian,None,Hard,99,186,285,3,1200,,59.4,14.7,2.2,4970,"tomatoes, broccoli, potatoes","grill, microwave",Chef John,01/02/2023
RCP02900,Sweet Steamed,Dinner,Thai,None,Hard,89,31,120,10,490,1,84.4,34.9,1.1,4442,"TURKEY, CARROTS, LETTUCE, PAPRIKA, CUMIN, SALT","slow cooker, stovetop, mixer",CHEF JOHN,03/09/2024
RCP02901,Savory Cake,Salad,Mexican,None,Easy,,,,11,325,55.1,48.3,58.7,,-32,turkey; spinach; broccoli; oats; paprika; pepper,grill,,12/12/2025
RCP02902,Spicy Casserole,Appetizer,Italian,None,Hard,72,155,227,11,8272,10.7,-12,73.6,1.1,856,"chicken, garlic, lettuce","air fryer, microwave, slow cooker, food processor",Emily Chen,09/08/2023
RCP02903,Creamy Fried,Dinner,Greek,None,Easy,111,59,170,8,969,68.2,28.1,74,2.8,3473,"lamb, cauliflower, lettuce, potatoes, cream, paprika, cinnamon",slow cooker|grill,Chef John,04/03/2024
RCP02904,Spicy Fried,Beverage,Korean,None,Medium,45,209,254,9,658,-9.9,2.8,53.3,4.9,2563,"zucchini, spinach, cauliflower, rice, cheese, thyme, oregano, basil, cumin","oven, grill, stovetop",David Lee,27/12/2025
RCP02905,Savory Steamed,Salad,Mediterranean,Low-Carb,Easy,101,36,137,7,602,6.7,121.7,15.4,2.9,4040,"spinach, oats, cumin, paprika, oregano","slow cooker, stovetop",Sarah Wilson,03/12/2023
RCP02906,Grilled,Breakfast,Greek,None,Medium,49,190,239,5,702,52.6,67.4,27.7,2.9,1500,"lamb, zucchini, lettuce, oats, oregano, cumin",stovetop,Mary Smith,
RCP02907,Rice Bowl,Snack,American,None,Expert,108,28,136,5,666,24.2,91.7,58.2,4.4,161,"potatoes, carrots, oregano, cumin, thyme, salt","air fryer, food processor",mary smith,10/11/2025
RCP02908,Tangy Cookies,Snack,Japanese,None,Medium,-13,-29,-42,5,860,77.8,48.9,,4.4,,"zucchini, lettuce, mushrooms, pepper, cumin","air fryer, food processor, oven",chef john,31/07/2023
